aviario,fb.pre_inicial,fb.inicial_1,fb.inicial_2,fb.crescimento,fb.abate,cap_silo,tipo_aviario,global,mort_inicial,cama,gmd,iep,mortalidade,salmonella,densidade,caaj,a01,a02,a03,a08,a09,a10,a11,c07,c08,d01,d02,d03,d04_bin,d05_bin,f15,h01,h02,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,x01,i01,f01,f02,f03,f04,f05,f06,c05,c06,c12,y03,y04,class_av,peso.7d,mult.7d,peso.14d,mult.14d,peso.21d,mult.21d,peso.28d,mult.28d,peso.35d,mult.35d,peso.42d,mult.42d,coef_correcao,fb.pre_inicial_ajustado,fb.inicial_1_ajustado,fb.inicial_2_ajustado,fb.crescimento_ajustado,fb.abate_ajustado
697,280,1.6090149112862984,-0.5963612067584264,-1.8175466764070316,0.19796249284574638,-0.34249654977123434,1,0,"1,23",7,71.5,356.0,8.61,"0,692307692",13,1.807,0,1,1,1,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,1,0,0,1,0,0.0,1,0,0,0,2,0.2809667098041803,0.13773489321021162,0.2809667098041803,0.13773489321021162,0.2809667098041803,0.13773489321021162,0.2809667098041803,0.13773489321021162,0.2809667098041803,0.13773489321021162,0.2809667098041803,0.13773489321021162,1.0589887640449438,296.51685393258424,1.703928712232962,-0.6315398172694572,-1.9247615084422778,0.209640055625973
529,240,-1.653627154667619,-0.40788288817185403,-0.6183594045434506,0.5947314112107587,0.7662761442588799,2,0,"1,16",12,70.9,393.0,4.7,"0,153846154",14,1.687,1,0,0,1,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-2.7450408141597644,-2.6358653995202994,-2.7450408141597644,-2.6358653995202994,-2.7450408141597644,-2.6358653995202994,-2.7450408141597644,-2.6358653995202994,-2.7450408141597644,-2.6358653995202994,-2.7450408141597644,-2.6358653995202994,0.9592875318066157,230.22900763358777,-1.586303911729497,-0.3912769690605317,-0.5931844669538954,0.5705184275482341
696,270,1.1256605311449772,-1.350274481104716,-1.3036092741797827,0.10979162209796586,-0.34249654977123434,1,0,"1,04",7,71.2,376.0,5.79,"0,923076923",13,1.752,0,1,1,1,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,1,0,0,1,0,0.0,1,0,0,0,2,-1.1239653548933668,-0.9452899829988456,-1.1239653548933668,-0.9452899829988456,-1.1239653548933668,-0.9452899829988456,-1.1239653548933668,-0.9452899829988456,-1.1239653548933668,-0.9452899829988456,-1.1239653548933668,-0.9452899829988456,1.002659574468085,270.71808510638294,1.1286543091533414,-1.353865636639569,-1.3070763201217501,0.11008362109290726
530,260,0.8839833410743168,-0.7848395253449988,0.9234528021382965,-0.28697729626704643,0.5445216054528571,2,0,"0,72",7,66.4,343.0,8.48,"0,230769231",13,1.802,1,0,1,0,1,1,0,0,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,3,-0.69167856575566,-0.7339680559336635,-0.69167856575566,-0.7339680559336635,-0.69167856575566,-0.7339680559336635,-0.69167856575566,-0.7339680559336635,-0.69167856575566,-0.7339680559336635,-0.69167856575566,-0.7339680559336635,1.099125364431487,285.7725947521866,0.9716085119096718,-0.862637029315057,1.014990397685533,-0.31542402534308017
1290,260,-0.5660797993496465,-0.2194045695852816,0.29530708830499214,-0.4192336023887172,1.4315397606769484,2,0,"0,96",7,71.4,394.0,7.12,"0,846153846",14,1.689,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,5,0.8213251962263138,0.7981159152889048,0.8213251962263138,0.7981159152889048,0.8213251962263138,0.7981159152889048,0.8213251962263138,0.7981159152889048,0.8213251962263138,0.7981159152889048,0.8213251962263138,0.7981159152889048,0.9568527918781726,248.78172588832487,-0.541655036433545,-0.2099378749585055,0.2825654119060458,-0.4011448428947878
1286,260,-0.32440260927898595,0.44026954546772185,-1.0180884951646443,0.9474148942018807,1.4315397606769484,2,0,"0,46",10,72.5,376.0,5.96,"0,615384615",14,1.757,1,0,0,1,0,1,0,0,1,1,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,4,1.7939704717861513,2.03963223679685,1.7939704717861513,2.03963223679685,1.7939704717861513,2.03963223679685,1.7939704717861513,2.03963223679685,1.7939704717861513,2.03963223679685,1.7939704717861513,2.03963223679685,1.002659574468085,260.6914893617021,-0.32526538217600454,0.44144047510992324,-1.0207961773326353,0.9499346146651836
531,240,-0.5660797993496465,0.534508704761008,-0.9609843393616166,1.2119275064452222,-1.2295147049953257,2,0,"0,74",10,73.3,372.0,8.54,"0,461538462",13,1.782,1,0,0,0,1,1,0,1,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-0.7997502630400868,0.48113302469113417,-0.7997502630400868,0.48113302469113417,-0.7997502630400868,0.48113302469113417,-0.7997502630400868,0.48113302469113417,-0.7997502630400868,0.48113302469113417,-0.7997502630400868,0.48113302469113417,1.0134408602150538,243.2258064516129,-0.5736883988032707,0.5416929615454301,-0.9739007955358319,1.228216854650131
864,230,-0.20356401424365567,0.3460303861744356,-0.5612552487404229,1.4764401186885638,0.5445216054528571,2,0,"1,18",26,70.1,362.0,8.79,"0,538461538",13,1.76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,3,1.5237912285750845,1.3000054920687103,1.5237912285750845,1.3000054920687103,1.5237912285750845,1.3000054920687103,1.5237912285750845,1.3000054920687103,1.5237912285750845,1.3000054920687103,1.5237912285750845,1.3000054920687103,1.0414364640883977,239.5303867403315,-0.21199898720955299,0.360368661844647,-0.5845116816992801,1.5376185766452721
533,270,0.038113175827004867,-0.1251654102919954,-0.7325677161495059,0.9033294588279904,-2.1165328602194173,1,0,"0,54",21,67.8,333.0,7.57,"0,692307692",12,1.833,0,1,1,1,0,1,0,1,0,0,1,0,0,1,6,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0,1,1,0,0,0,0,1,0.0,1,0,0,0,2,0.8213251962263138,0.7717006744057576,0.8213251962263138,0.7717006744057576,0.8213251962263138,0.7717006744057576,0.8213251962263138,0.7717006744057576,0.8213251962263138,0.7717006744057576,0.8213251962263138,0.7717006744057576,1.132132132132132,305.6756756756757,0.04314915101135385,-0.14170378282306986,-0.8293634504155066,1.0226883062406977
665,250,0.27979036589766537,0.7229870233475805,0.8663486463352689,-1.7858820989793152,0.5445216054528571,2,0,"1,285","15,5",68.7,335.5,10.0,"0,833333333",13,1.8175,1,0,0,0,1,1,0,0,0,1,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-0.1513200793335265,-0.9452899829988456,-0.1513200793335265,-0.9452899829988456,-0.1513200793335265,-0.9452899829988456,-0.1513200793335265,-0.9452899829988456,-0.1513200793335265,-0.9452899829988456,-0.1513200793335265,-0.9452899829988456,1.1236959761549925,280.9239940387481,0.3143993083261396,0.8124176089479518,0.9735124878342664,-2.0067885285102887
971,260,-0.4452412043143162,-0.9733178439315713,1.5515985159716008,-0.727831650005949,0.5445216054528571,2,0,"0,6","9,5",68.2,373.0,5.44,"0,416666667","13,5",1.725,1,0,0,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,1,0,0,0,5,1.5237912285750845,0.5867939882237228,1.5237912285750845,0.5867939882237228,1.5237912285750845,0.5867939882237228,1.5237912285750845,0.5867939882237228,1.5237912285750845,0.5867939882237228,1.5237912285750845,0.5867939882237228,1.0107238605898123,262.7882037533512,-0.4500159089182231,-0.9837555687994701,1.56823764214824,-0.7356368151534658
534,260,2.696562266604271,0.15755206758786322,-1.5320258973918932,0.6388168465846489,-1.2295147049953257,1,0,"0,64",7,67.5,319.0,12.04,"0,692307692",13,1.895,0,1,0,1,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0,1,1,0,0,0,1,0,0.0,0,0,0,0,2,-2.528897419590911,-1.605671005077539,-2.528897419590911,-1.605671005077539,-2.528897419590911,-1.605671005077539,-2.528897419590911,-1.605671005077539,-2.528897419590911,-1.605671005077539,-2.528897419590911,-1.605671005077539,1.1818181818181819,307.2727272727273,3.1868463150777746,0.18619789805838383,-1.8105760605540557,0.7549653641454942
966,260,-0.9285955844556373,0.9114653419341529,-0.5041510929373952,-0.15472099014537566,0.5445216054528571,2,0,"0,76","9,5",70.95,372.0,6.425,"0,583333333",14,1.761,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.17289501251975362,-0.1528327565044119,0.17289501251975362,-0.1528327565044119,0.17289501251975362,-0.1528327565044119,0.17289501251975362,-0.1528327565044119,0.17289501251975362,-0.1528327565044119,0.17289501251975362,-0.1528327565044119,1.0134408602150538,263.494623655914,-0.9410767079026217,0.923716220185956,-0.5109273173048333,-0.15680057334625436
972,260,0.521467555968326,-0.9733178439315713,0.009786309289853782,-0.28697729626704643,0.5445216054528571,2,0,"0,72","9,5",66.35,357.5,7.275,"0,5",14,1.772,1,0,1,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-0.20535592797573987,0.1641501340933588,-0.20535592797573987,0.1641501340933588,-0.20535592797573987,0.1641501340933588,-0.20535592797573987,0.1641501340933588,-0.20535592797573987,0.1641501340933588,-0.20535592797573987,0.1641501340933588,1.0545454545454545,274.18181818181813,0.5499112408393255,-1.0264079081460205,0.010320107978391259,-0.30263060333615804
973,260,0.15895177086233514,-0.879078684638285,0.40951539991104746,-0.3310627316409367,0.5445216054528571,2,0,"0,67",10,68.4,371.0,6.64,"0,692307692",13,1.787,1,0,1,0,1,1,0,0,1,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,4,0.4430742557308204,-0.9452899829988456,0.4430742557308204,-0.9452899829988456,0.4430742557308204,-0.9452899829988456,0.4430742557308204,-0.9452899829988456,0.4430742557308204,-0.9452899829988456,0.4430742557308204,-0.9452899829988456,1.0161725067385445,264.20485175202157,0.16152241944770984,-0.8932955905893085,0.41613829047564665,-0.3364168458992807
668,260,0.521467555968326,-0.5021220474651402,0.8092444905322411,0.3302187989674171,-1.2295147049953257,1,0,"1,57",4,67.45,332.0,6.97,"0,333333333",13,1.818,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,1,0,0,0.0,0,0,0,0,1,-1.1239653548933668,-1.0509509465314342,-1.1239653548933668,-1.0509509465314342,-1.1239653548933668,-1.0509509465314342,-1.1239653548933668,-1.0509509465314342,-1.1239653548933668,-1.0509509465314342,-1.1239653548933668,-1.0509509465314342,1.1355421686746987,295.2409638554217,0.5921483993977676,-0.5701807587179454,0.9189312437670327,0.3749773711166152
